subject,datestamp,timestamp,version,god,soc,fis,age,sex,edu,par,exd,id
A2UVEVCYVC553J_m3r5,2014-08-19,17:29:58,lossave_moral,5,5,5,56,Femal,"Some College",358821,undefined,793
A3S7EWRS6P5UC0_m3r5,2014-08-19,17:30:03,lossave_moral,0,3,2,30,Male,"Some College",422115,undefined,794
A20IF612YY351J_m3r5,2014-08-19,17:30:08,lossave_moral,7,3,6,57,Male,"Bachelor's Degree",972700,undefined,795
A26F9VP8ELLZC4_m3r5,2014-08-19,17:30:14,lossave_moral,1,2,2,66,Femal,"Some College",368707,undefined,796
A333JVWMKDSOF8_m3r5,2014-08-19,17:30:30,lossave_moral,7,5,4,45,Femal,"Bachelor's Degree",469858,undefined,797
A3I4EEKYGS03T6_m3r5,2014-08-19,17:30:43,lossave_moral,7,4,4,22,Male,"Some College",196688,undefined,798
A1FB4RHFD0QZ3C_m3r5,2014-08-19,17:30:53,lossave_moral,7,4,4,25,Male,"Bachelor's Degree",266446,undefined,799
A1XB4TAGJDNMR_m3r5,2014-08-19,17:31:07,lossave_moral,5,2,2,19,Male,"Some College",322636,undefined,800
A2QG6V1C14866C_m3r5,2014-08-19,17:31:15,lossave_moral,7,1,1,55,Femal,"Some College",396875,undefined,801
ANMC5ZLSMTY43_m3r5,2014-08-19,17:31:32,lossave_moral,1,3,3,22,Femal,"Some College",259680,undefined,802
A1ONILGBGJ8Y5K_m3r5,2014-08-19,17:31:44,lossave_moral,0,1,1,Select,Male,"Some High School",266496,undefined,803
A2D2XQP00IZFR1_m3r5,2014-08-19,17:31:56,lossave_moral,7,5,4,60,Male,"Some College",430975,undefined,804
A26T6O5EFR54A9_m3r5,2014-08-19,17:32:28,lossave_moral,1,2,3,45,Femal,"Bachelor's Degree",306225,undefined,805
A23N4SC7GRNAIG_m3r5,2014-08-19,17:32:40,lossave_moral,1,4,3,34,Male,"Some College",534618,undefined,806
ALILKWW13RD9_m3r5,2014-08-19,17:32:46,lossave_moral,5,5,4,19,Femal,"High School Graduate",467832,undefined,807
A1W36Q5THCHYUZ_m3r5,2014-08-19,17:33:09,lossave_moral,4,2,2,47,Femal,"Bachelor's Degree",394656,undefined,808
A3JTR8H8X5WF11_m3r5,2014-08-19,17:33:23,lossave_moral,2,2,5,26,Femal,"Graduate Degree",120586,undefined,809
A14G74OGU7ADCS_m3r5,2014-08-19,17:33:37,lossave_moral,6,3,5,39,Male,"Some College",647914,undefined,810
A3OJCWC178255T_m3r5,2014-08-19,17:33:50,lossave_moral,2,3,3,26,Femal,"Some College",169590,undefined,811
ATVU7N0LN2VY3_m3r5,2014-08-19,17:34:05,lossave_moral,4,5,5,22,Male,"Bachelor's Degree",485892,undefined,812
A107R5H91EUQ9X_m3r5,2014-08-19,17:35:00,lossave_moral,0,0,0,20,Femal,"Some College",677051,undefined,813
A27BKFN6UB1LDP_m3r5,2014-08-19,17:35:10,lossave_moral,1,3,3,34,Femal,"Some College",613554,undefined,814
A19RAQ7NSO6SGB_m3r5,2014-08-19,17:35:17,lossave_moral,1,1,3,31,Femal,"Some College",538568,undefined,815
A2GS6VJEP91PA9_m3r5,2014-08-19,17:35:19,lossave_moral,1,1,1,22,Male,"Some College",455409,undefined,816
A18SXC3JEN100U_m3r5,2014-08-19,17:36:09,lossave_moral,7,4,4,55,Male,"High School Graduate",377841,undefined,817
A2EO5AGNZ0EP8H_m3r5,2014-08-19,17:37:36,lossave_moral,5,2,4,38,Femal,"Some College",585597,undefined,818
A3RXVRZ0M163C0_m3r5,2014-08-19,17:38:05,lossave_moral,3,2,5,28,Femal,"Some College",614274,undefined,819
A2NA2OJT15COZY_m3r5,2014-08-19,17:39:07,lossave_moral,1,5,6,32,Male,"High School Graduate",171723,undefined,820
A2UXOEFCUYEV8U_m3r5,2014-08-19,17:40:37,lossave_moral,4,3,3,30,Male,"Some College",537297,undefined,821
A77K8W55MJEKX_m3r5,2014-08-19,17:41:24,lossave_moral,7,2,4,42,Femal,"Master's Degree",293244,undefined,822
A1CSDIX05PK9V_m3r5,2014-08-19,17:42:18,lossave_moral,1,2,4,27,Male,"Bachelor's Degree",272867,undefined,823
A35LNMQUTP7IAF_m3r5,2014-08-19,17:43:04,lossave_moral,5,3,5,18,Male,"High School Graduate",1200287,undefined,824
A1OU9O4WETRJBL_m3r5,2014-08-19,17:45:05,lossave_moral,2,2,4,31,Male,"Bachelor's Degree",1676609,undefined,825
ALN8151AY0OUT_m3r5,2014-08-19,17:45:22,lossave_moral,7,4,3,33,Male,"Bachelor's Degree",340121,undefined,826
A2T114Z5BAQMFQ_m3r5,2014-08-19,17:45:29,lossave_moral,7,5,5,23,Male,"Some College",1859220,undefined,827
A24FRISMWCU3BX_m3r5,2014-08-19,17:50:04,lossave_moral,2,3,3,24,Male,"Some College",325291,undefined,828
A2YKYAZYVWOXBO_m3r5,2014-08-19,17:50:37,lossave_moral,7,5,5,37,Male,"High School Graduate",376889,undefined,829
A19BL9GZGXFWFT_m3r5,2014-08-19,17:52:59,lossave_moral,2,4,6,52,Male,"Bachelor's Degree",219516,undefined,830
A1GPG3WS6WMYRA_m3r5,2014-08-19,17:53:06,lossave_moral,5,4,4,35,Femal,"Master's Degree",270023,undefined,831
A1153ZIEQX0ZJ8_m3r5,2014-08-19,17:53:16,lossave_moral,4,3,5,24,Male,"Some College",608721,undefined,832
AESUJGBP5G7OJ_m3r5,2014-08-19,17:54:11,lossave_moral,1,1,3,33,Male,"Bachelor's Degree",267025,undefined,833
A2QVMCGDLTWV9_m3r5,2014-08-19,17:54:56,lossave_moral,1,1,1,27,Male,"Bachelor's Degree",252475,undefined,834
A3N0A01KQ1Z6CE_m3r5,2014-08-19,17:55:22,lossave_moral,7,7,7,40,Male,"Bachelor's Degree",503020,undefined,835
A83B7NCMVYPLW_m3r5,2014-08-19,17:55:36,lossave_moral,1,1,2,29,Male,"Bachelor's Degree",407596,undefined,836
AJMKH3WN5HAN7_m3r5,2014-08-19,17:57:17,lossave_moral,4,3,3,21,Male,"High School Graduate",390005,undefined,837
A30RP0VO7WACHI_m3r5,2014-08-19,17:58:11,lossave_moral,1,4,4,25,Male,"High School Graduate",209411,undefined,838
A2IY4Z79FRNF7N_m3r5,2014-08-19,17:58:36,lossave_moral,2,3,3,24,Male,"Bachelor's Degree",264456,undefined,839
A2W1B07YBSBFBQ_m3r5,2014-08-19,17:58:41,lossave_moral,6,4,4,29,Femal,"Graduate Degree",254791,undefined,840
A332MXF8R3BG2Z_m3r5,2014-08-19,18:02:06,lossave_moral,7,1,1,28,Femal,"Bachelor's Degree",1427972,undefined,841
A10CK23E76BWV6_m3r5,2014-08-19,18:06:05,lossave_moral,1,1,2,39,Femal,"Bachelor's Degree",273622,undefined,842
AAKL8L5X64LWD_m3r5,2014-08-19,18:07:14,lossave_moral,3,5,5,27,Male,"Some College",173567,undefined,843
a36t25vuszlifo_m3r5,2014-08-19,18:08:30,lossave_moral,7,6,6,45,Male,"Some College",286577,undefined,844
AVRED1AI0MTSU_m3r5,2014-08-19,18:11:35,lossave_moral,1,1,2,35,Femal,"Bachelor's Degree",404707,undefined,845
A1US9EJYVBJG4E_m3r5,2014-08-19,18:13:03,lossave_moral,1,3,3,24,Femal,"Bachelor's Degree",240727,undefined,846
A1TCEAVYT9RXBP_m3r5,2014-08-19,18:13:39,lossave_moral,7,2,6,56,Femal,"Some College",642901,undefined,847
AGW9M2B6SRZQ8_m3r5,2014-08-19,18:15:51,lossave_moral,7,1,1,51,Femal,"Some College",237238,undefined,848
A39VNH5NY0C54T_m3r5,2014-08-19,18:18:52,lossave_moral,5,5,3,52,Male,"Bachelor's Degree",296136,undefined,849
A27YJ0L7WMD5G4_m3r5,2014-08-19,18:19:15,lossave_moral,4,3,2,28,Male,"Bachelor's Degree",327934,undefined,850
ASXACVODSYD7G_m3r5,2014-08-19,18:20:00,lossave_moral,5,6,4,24,Male,"Bachelor's Degree",180670,undefined,851
A3DTBL9NV7SDQC_m3r5,2014-08-19,18:20:43,lossave_moral,7,7,5,65,Femal,"Some College",3276132,undefined,852
A2UF2FRGVW4T89_m3r5,2014-08-19,18:24:56,lossave_moral,7,1,1,41,Male,"Bachelor's Degree",603446,undefined,853
A3MHYBS6PHJ5QG_m3r5,2014-08-19,18:32:41,lossave_moral,4,2,3,32,Male,"Master's Degree",278670,undefined,854
"A350C6KKI33T7R _m3r5",2014-08-19,18:36:48,lossave_moral,5,2,2,31,Femal,"High School Graduate",393615,undefined,855
AAE2Y3VOJRZVQ_m3r5,2014-08-19,18:44:18,lossave_moral,5,3,3,20,Male,"High School Graduate",349894,undefined,856
A2WF8JGMNB4UEN_m3r5,2014-08-19,18:44:19,lossave_moral,2,3,3,31,Male,"Bachelor's Degree",226777,undefined,857
A3UC45GKCAZ7ZU_m3r5,2014-08-19,18:44:56,lossave_moral,7,4,4,32,Femal,"Some College",447788,undefined,858
"A2XVOYY8BDEZXF _m3r5",2014-08-19,18:48:34,lossave_moral,2,4,4,32,Male,"Bachelor's Degree",124938,undefined,859
A3JF9SCAXEUCAM_m3r5,2014-08-19,18:49:09,lossave_moral,1,2,3,45,Femal,"Bachelor's Degree",306330,undefined,860
A3M6I7O4VW9KR1_m3r5,2014-08-19,19:00:22,lossave_moral,3,4,4,31,Male,"Master's Degree",406457,undefined,861
A36CA84QRHPL2Z_m3r5,2014-08-19,19:03:38,lossave_moral,2,4,4,26,undef,"Some College",205097,undefined,862
A1VZSFHTU51JP0_m3r5,2014-08-19,19:08:19,lossave_moral,2,1,1,32,Male,"High School Graduate",366313,undefined,863
A10NAKQZQ4I9NH_m3r5,2014-08-19,19:13:32,lossave_moral,1,1,1,55,Femal,"Graduate Degree",267472,undefined,864
A14SDJ3ZSGV0FZ_m3r5,2014-08-19,19:13:48,lossave_moral,1,4,4,27,Femal,"Bachelor's Degree",241121,undefined,865
A38OV1V7A6UY46_m3r5,2014-08-19,19:15:22,lossave_moral,7,2,3,29,Femal,"Master's Degree",230419,undefined,866
A01435663OC65K250L63L_m3r5,2014-08-19,19:18:56,lossave_moral,2,5,5,25,Male,"Some College",352043,undefined,867
A123LX5DHYV18C_m3r5,2014-08-19,19:24:57,lossave_moral,1,2,2,44,Male,"Bachelor's Degree",591920,undefined,868
A1YXVEUYY3TIYS_m3r5,2014-08-19,19:29:36,lossave_moral,7,4,4,23,Femal,"Some College",199760,undefined,869
ADAMK0ZKZRRS7_m3r5,2014-08-19,19:29:47,lossave_moral,1,2,4,29,Femal,"Bachelor's Degree",257643,undefined,870
A42P52VP1GLVY_m3r5,2014-08-19,19:48:24,lossave_moral,4,4,4,36,Femal,"Bachelor's Degree",548542,undefined,871
A2BICWCPAW5N7O_m3r5,2014-08-19,19:52:18,lossave_moral,7,2,1,58,Femal,"Bachelor's Degree",1598328,undefined,872
A1NV0XFWWQSHB1_m3r5,2014-08-19,19:58:23,lossave_moral,4,1,1,27,Femal,"Some College",237768,undefined,873
A3862RIFFUV141_m3r5,2014-08-19,21:13:47,lossave_moral,1,1,3,43,Male,"Some College",236791,undefined,874
